Date,Consumo,Utilities,Financeiro,Energia,Commodities
2025-07-15,-0.001504870167503225,-0.003752457085048788,0.0034383635085835085,-0.007764065510007523,0.011010999138125754
2025-07-16,0.030896785681387984,-0.009415975535836396,0.004854293418035782,-0.005007774357000061,0.00039602655160830835
2025-07-17,-0.016081868458699966,-0.005703591462191349,0.01506135491307381,-0.010066087294337112,-0.00039586977666572487
2025-07-18,-0.010401267881417486,-0.0076480042055254716,-0.018197307207549196,-0.015252599671148559,0.0021782618085146588
2025-07-21,0.007507554527433458,0.009633786453292936,0.011691193819199253,0.0019360721250474278,0.007705925191598739
2025-07-22,-0.0014903669522700058,-0.012404542962751952,-0.013528922442983538,0.009661855441380096,0.005098024140200996
2025-07-23,0.014179133668414279,0.02222205964694557,0.011142600157780125,0.02041473190656662,0.009559137860265965
2025-07-24,-0.00662249900817824,-0.004725938602916813,-0.00932431078684548,-0.0015630455506031593,-0.004830871664319281
2025-07-25,-0.0022222656914542283,-0.004748176592629827,0.004278431375187797,0.0012523030403153168,0.020776656748729527
2025-07-28,-0.030437963532842116,-0.010496292639630589,-0.02101704483779987,0.001250801621227815,-0.00798930666365738
2025-07-29,0.009953997553051597,0.007714586424162562,0.005802217986365488,0.013116815841372587,-0.005752745762853784
2025-07-30,-0.00303263466478354,0.004784832067039391,0.011537307338053138,0.010172627846242399,0.006364641980431518
2025-07-31,-0.05247144904986101,-0.016190450169553672,0.00256642525002837,-0.003967137608336668,-0.0005749512912350818
2025-08-01,-0.013643632972617392,0.0009680829943528035,-0.0060425767451898205,-0.013173943747970873,-0.007862013626194764
2025-08-04,0.00976406427812293,-0.003868690004569131,0.010592506255506562,-0.001552240967372831,-0.01874753189124212
2025-08-05,-0.0040291145378597015,-0.0058251064063745694,0.011048188797466496,0.0046641560533153825,0.003939357902780216
2025-08-06,0.009708766935775603,0.01953120687640464,0.012608584769247644,0.0012378979675635726,0.01275259935832862
2025-08-07,0.0048077065653491236,0.013409850922885491,0.017708634979257898,0.005564166740534837,0.04881826229647834
2025-08-08,-0.013556592357780284,0.008506770125786156,0.00679740021851738,-0.061481667073191915,0.008127097945835438
2025-08-11,-0.0048503779456997576,0.0037487402499620792,0.006211044208000116,0.006223383649252012,-0.00916084819489249
2025-08-12,-0.0064988542212365275,0.018674096713486854,0.020665819091925997,0.002604072914852207,0.0001848691018648818
2025-08-13,-0.00899423457197357,-0.001833137650719685,-0.009466331329600841,-0.007467415907613573,-0.004252140211959854
2025-08-14,-0.008250793894721165,-0.006427911651935236,-0.0013271783035199158,-0.01275757012601253,0.0009283382636529058
2025-08-15,0.0016638705253417818,-0.009242025936141207,-0.0034556368009706073,-0.0003313848773405237,-0.010758678271170274
2025-08-18,0.00249165998839862,0.004664118875689072,0.007202040820294187,0.006297643340693826,-0.013688378888784714
2025-08-19,0.0,-0.018570160519225776,-0.029056110700845572,-0.010540146544129603,0.007794679130565196
2025-08-20,0.0024855499233624734,0.03784297208217002,0.0005507871344545556,0.005991898214262603,-0.009809514061742242
2025-08-21,-0.003305739485606529,-0.031905273266420786,0.001100850994400826,0.002316418018665889,-0.003619729269557448
2025-08-22,0.012437721606738394,0.024482239340209988,0.028045092847176933,0.028763530760375078,0.02791584473014508
2025-08-25,-0.007370987846234467,-0.0009191450353425168,-0.005081567176348889,0.00590754048911557,-0.006510383625052962
2025-08-26,0.004950509349582077,0.011039593347850651,-0.006720350790965557,-0.007177835130026233,-0.014978485763516569
2025-08-27,-0.002463102329615885,0.00727936763999204,0.016779236885155813,0.007558301453419958,0.0070328370947594365
2025-08-28,0.00823050417230542,0.004516653612754551,0.020761427911564212,0.00880629758439433,-0.002831200754888741
2025-08-29,0.008163234310162526,-0.0008992114924138983,0.003650419366421298,0.005496354819320537,-0.007192793439389722
2025-09-01,-0.004048608245356022,-0.00810085915701575,0.007996969379056917,0.002250718419533726,0.001906514714236085
2025-09-02,-0.01138203871205734,-0.01542647321541768,-0.017019250763354643,0.005133197495609476,-0.005518557244628797
2025-09-03,-0.021381612500945946,0.0009215881432809159,-0.008657071697289687,-0.008618036757372827,-0.005549180716071245
2025-09-04,0.021848774531601167,0.02025784244079265,0.00396943677438788,0.0,-0.005772595814867998
2025-09-05,0.007401295765564475,0.005415131529175055,0.01107034516271721,-0.015131962027921109,0.006193246645481931
2025-09-08,-0.008979549575576451,-0.0044882729353973305,-0.0046925652276855745,0.003922844165156425,-0.007501532221637075
2025-09-09,0.015650689497142656,-0.0009017401363217159,-0.00864346720465825,0.007815097247555025,0.006007742920300929
2025-09-10,0.002432975342253174,-0.0009024577536002054,0.000792763448917988,0.01809366897271736,-0.02138317243893939
2025-09-11,0.01294504955747433,-0.002710107774254955,0.00184790528345391,-0.0038083728957638563,0.014763792290271027
2025-09-12,0.0047923463074412975,-0.008152127450238855,-0.015019793699969197,-0.0066899694926843,-0.021726444223122643
2025-09-15,0.003974587638321481,0.013698648815404058,0.016586448420657485,0.008659431483924784,0.0013880555497374214
2025-09-16,0.006334117009737961,0.008107965288773444,-0.0026317038615560895,0.0025437158831285167,0.003564393330699911
2025-09-17,0.0062942485032300155,0.018766745811718444,0.014248116899172603,0.006025916363022077,0.004340973496935074
2025-09-18,-0.021110264634779385,-0.008771818220939087,0.0013006245758202528,-0.009772982252805096,-0.0033399633320789768
2025-09-19,0.002396213101258482,-0.000884982144633506,0.013250461711901806,-0.011142978377233437,-0.004533772409357928
2025-09-22,-0.015139552292576464,-0.0008858604933141834,-0.01435913173546799,0.00998078089078902,-0.0029703920948438434
2025-09-23,0.008090666089586751,0.012411435860602005,0.0158688343301292,0.016895110213973163,-0.004369347927346556
2025-09-24,-0.006420537885926114,0.00262695534474755,-0.006658034190951012,0.022570494873698443,-0.003590623791187131
2025-09-25,0.006462027578815865,-0.02358065278087218,-0.00799165920285383,-0.007970463767342562,0.005805809477026802
2025-09-26,0.0,0.007155561855598291,0.004937676285510451,-0.003399362097645575,-0.01572458568398749
2025-09-29,-0.004012786003826263,0.001776062500124409,0.005689258302336464,-0.013643388321476047,-0.005662256444978531
2025-09-30,-0.025785704336970583,0.007353828929144823,0.004628286700152806,-0.011002858713719199,0.014846477350457743
2025-10-01,-0.008271267730158294,-0.03139003183565592,-0.017984758888801466,-0.0025429074519054407,-0.00020043325139207369
2025-10-02,-0.00500418468405639,0.0009259449463909775,-0.010951909980313146,-0.00956024601131622,0.0042092389501910965
2025-10-03,-0.005029352492771366,0.0027751682894112673,0.007382121652005358,-0.002573933093015124,0.011976120579032523
2025-10-06,-0.0016848968221905292,0.0,-0.011515293827678574,-0.009032373591961962,-0.02366870410441224
2025-10-07,-0.011814352260157479,-0.015682593149909607,-0.015885376127132478,0.0035807730248123004,-0.012323259795570585
2025-10-08,0.014517563012059531,0.0009371282565207029,0.001882808012359849,-0.005838426609279024,-0.021681170475467804
2025-10-09,-0.013467995891079942,-0.012172339141714228,-0.0016111118072634767,-0.014355670260052467,-0.00292718099431577
2025-10-10,0.00767916005996927,0.0018957737101656935,-0.001076074017370754,-0.008937406588600538,0.01048444202956822
2025-10-13,0.004233641804343602,0.010406828029231097,0.004039024831533178,0.009685971838423013,0.0004149293018704814
2025-10-14,0.016020268871232535,0.003745395419259223,0.004290575057646517,-0.006946680237468916,-0.004563299468771209
2025-10-15,-0.004979267509845786,0.0,0.0,-0.00899397220841236,-0.0075014782038036465
2025-10-16,0.01334443687300646,0.0009327573243658183,-0.0024031730266455,-0.010084050691752111,0.00356910215157602
2025-10-17,0.01810699391974091,0.009319661219908237,0.0034798517537277807,0.009507624183846541,-0.003556408964688229
2025-10-20,-0.0008084771881748942,0.005540183603433668,0.017871321730977385,0.000672754166018974,0.0016795582280677568
2025-10-21,-0.011326786852643322,-0.01193751459456649,-0.00943394967893152,-0.00806728147256619,-0.0048208376128762165
2025-10-22,-0.012274953992558624,-0.001858774202991742,0.008201075213427167,0.011521602445965895,0.015585571274882692
2025-10-23,0.004142527956428221,0.007448747838459058,-0.0007872217173455764,0.01139023122352234,0.009332121599039844
2025-10-24,-0.0008251536681579408,-0.010166374595611538,-0.0013129956040380808,-0.011593273915903146,0.008835081233238729
2025-10-27,0.0033030926360173574,0.014005597861693087,0.008414509727892927,0.005361921545147252,0.00020361958621961662
2025-10-28,-0.009876572075529055,0.019337126245543068,0.0033900191226459153,-0.0003332820695733929,0.00733055890332901
2025-10-29,0.0,0.004516615421701564,0.022348959778575317,0.0010003148563060282,-0.007479309518074739
2025-10-30,0.04655040063007232,0.011690606098049727,-0.0012710501848613998,-0.0043304560948767,-0.008350308247506155
2025-10-31,0.009531321791295788,0.008000165205030108,0.0038177874842346693,-0.004683799099894914,0.0041075643754706626
2025-11-03,0.01573566060844156,0.010581858242522557,0.0166821447678962,0.011764668974871162,-0.006954397869369577
2025-11-04,0.019364798832818497,0.007853473899524621,-0.0029940436516753266,0.004983363623164427,0.017713757129947716
2025-11-05,0.0015198119400894328,0.023376651146380656,0.0042544408837199565,0.019834745554392796,-0.010321733360796115
2025-11-06,-0.007587300401905583,-0.00761419252480755,0.0,0.005186442891746523,-0.005112425292185585
2025-11-07,0.003058061879485985,-0.013640340163644127,0.00099673569851233,0.03772971614909104,-0.021171775666042003
2025-11-10,0.004573260454745931,0.012964649987554422,0.006721398587993255,0.005593621585469055,-0.019319550870146363
2025-11-11,0.03110768878619896,0.035836109820863715,0.019287826360490756,0.02595792723554391,-0.003212010736749371
2025-11-12,0.0022075487391166604,-0.010708363988692127,-0.02280446310380424,-0.0256025644425959,0.032653073869804095
2025-11-13,0.0007342042531701676,-0.011657017981060447,0.0039722012235259285,0.004327878944824448,-0.008529230874017357
2025-11-14,0.004401993556629735,-0.053075015926489666,0.003956380413127736,0.006463406554092277,-0.006294542761378086
2025-11-17,0.00511329722511511,0.0258007795006705,-0.0073891363225623286,0.005504609128264892,0.024070892249104636
2025-11-18,-0.0014535409916006659,-0.006071153141527508,-0.004962761402245719,0.0033455394894543744,0.0006185765025312762
2025-11-19,-0.024017500788253265,-0.030540911975673324,-0.006234338678648421,-0.005153083270612813,-0.004121186926250853
2025-11-21,0.01566003869414967,-0.00900089652915681,0.0030111110401729313,-0.007617370844856142,-0.00041372736092748497
2025-11-24,0.011013210682469854,0.017256918108077723,-0.003752748468676237,-0.0009210759507667365,-0.006830940574488076
2025-11-25,-0.002178691810052591,0.006250129058643195,0.0022603011633532955,-0.007990183923000216,-0.0037516018903829274
2025-11-26,-0.005094616967142085,0.015971469510207115,0.023553098647366433,-0.0015489598983182695,0.0012552703169259605
2025-11-27,0.0036577405075790548,0.001746852366343754,-0.003427450244413044,0.005274721981906927,0.00710406349500059
2025-11-28,0.010203940282037083,0.002615481199911729,0.02284444017622511,-0.01882720575849306,-0.012863050473883586
2025-12-01,0.010822578931688476,-0.020869539421252248,-0.007744403128514876,0.00188735083708913,-0.0021018178672459475
2025-12-02,-0.0007138374366967293,0.005328613310520147,0.022275885177923227,0.006907334934589171,0.01516435514980019
2025-12-03,0.010714353080510497,0.0,0.0,0.007483680633955769,0.015560178222462362
2025-12-04,-0.014134292854138475,0.014134195912609337,0.024632968577452008,0.00649954052850088,0.012053075927554335
2025-12-05,-0.02437278283310773,-0.034843194140561806,-0.04623221049523096,-0.03536284085133801,0.019378270775566753
2025-12-08,0.0007348172555494692,0.003610088186153382,0.004847498167857678,0.009244436913200316,-0.0021782618085145478
2025-12-09,0.0014684085063405572,-0.00449630733067119,-0.0021708918721031756,0.006317173154731348,0.0011907506045027993
2025-12-10,-0.0029325108887470197,-0.004516709955073028,0.007870121681777364,0.002510981324361561,0.024182334528848548
